Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Orobanche	Orobanche		1	No opinion				tpl	 [Ambiguous match] 	
Orobanche	Orobanche		1	Accepted	Orobanche	L.	Orobanchaceae	tropicos	 	
Orobanche	Orobanche		1	Accepted	Orobanche		Orobanchaceae	usda	 [Ambiguous match] 	
Orobanche cernua	Orobanche cernua		1	Accepted	Orobanche cernua	Loefl.	Orobanchaceae	tpl;tropicos	 	
Orobanche cernua	Orobanche cernua		1	Illegitimate				tropicos	 	
Orobanche cernua	Orobanche cernua		1	Accepted	Orobanche cernua	Loefl. [excluded]	Orobanchaceae	usda	 	
Orobanche crenata	Orobanche crenata		1	Accepted	Orobanche crenata	Forssk.	Orobanchaceae	tpl	 [Ambiguous match] 	
Orobanche crenata	Orobanche crenata		1	No opinion		Forssk.	Orobanchaceae	tropicos	 [Ambiguous match] 	
Orobanche crenata	Orobanche crenata		1	No opinion				tropicos	 [Ambiguous match] 	
Orobanche crenata	Orobanche crenata		1	Accepted	Orobanche crenata	Forssk. [excluded]	Orobanchaceae	usda	 	
Orobanche cumana	Orobanche cumana		1	Synonym	Orobanche cernua	Loefl.	Orobanchaceae	tpl	 	
Orobanche cumana	Orobanche cumana		1	Synonym	Orobanche cernua var. cumana	(Wallr.) Beck	Orobanchaceae	tropicos	 	
Orobanche ramosa	Orobanche ramosa		1	Accepted	Orobanche ramosa	L.	Orobanchaceae	tpl;tropicos;usda	 	
Oryza barthii	Oryza barthii		1	Accepted	Oryza barthii	A.Chev.	Poaceae	tpl	 	
Oryza barthii	Oryza barthii		1	Accepted	Oryza barthii	A. Chev.	Poaceae	tropicos;usda	 	
Oryza glaberrima	Oryza glaberrima		1	Accepted	Oryza glaberrima	Steud.	Poaceae	tpl;tropicos;usda	 	
Oryza longistaminata	Oryza longistaminata		1	Accepted	Oryza longistaminata	A.Chev.& Roehr.	Poaceae	tpl	 	
Oryza longistaminata	Oryza longistaminata		1	Accepted	Oryza longistaminata	A. Chev. & Roehr.	Poaceae	tropicos;usda	 	
Oryza punctata	Oryza punctata		1	Accepted	Oryza punctata	Kotschy ex Steud.	Poaceae	tpl;tropicos	 	
Oryza punctata	Oryza punctata		1	Accepted	Oryza punctata	Kotzchy ex Steud.	Poaceae	usda	 	
Osteospermum jucundum	Osteospermum jucundum		1	Synonym	Dimorphotheca jucunda	E.Phillips	Asteraceae	gcc	 	urn:lsid:compositae.org:names:959DA3D3-E5FD-4084-A9B0-4FA43AB20231
Osteospermum jucundum	Osteospermum jucundum		1	Accepted	Osteospermum jucundum	Norl.	Asteraceae	tropicos	 	
Oxalis corymbosa	Oxalis corymbosa		1	Synonym	Oxalis debilis var. corymbosa	(DC.) Lourteig	Oxalidaceae	tpl	 	
Oxalis corymbosa	Oxalis corymbosa		1	Accepted	Oxalis corymbosa	DC.	Oxalidaceae	tropicos	 	
Oxalis corymbosa	Oxalis corymbosa		1	Synonym	Oxalis debilis var. corymbosa	(DC.) Lourteig	Oxalidaceae	usda	 	
Oxalis latifolia	Oxalis latifolia		1	Accepted	Oxalis latifolia	Kunth	Oxalidaceae	tpl;tropicos;usda	 	
Oxalis pes-caprae	Oxalis pes-caprae		1	Accepted	Oxalis pes-caprae	L.	Oxalidaceae	tpl;tropicos;usda	 	
Papaver dubium	Papaver dubium		1	Accepted	Papaver dubium	L.	Papaveraceae	tpl;tropicos;usda	 	
Papaver hybridum	Papaver hybridum		1	Accepted	Papaver hybridum	L.	Papaveraceae	tpl;tropicos;usda	 	
Parentucellia viscosa	Parentucellia viscosa		1	Accepted	Parentucellia viscosa	(L.) Caruel	Orobanchaceae	tpl;tropicos;usda	 	
Parkia biglobosa	Parkia biglobosa		1	Accepted	Parkia biglobosa	(Jacq.)G.Don	Fabaceae	ildis	 	
Parkia biglobosa	Parkia biglobosa		1	Synonym	Parkia timoriana	(DC.)Merr.	Fabaceae	ildis	 	
Parkia biglobosa	Parkia biglobosa		1	Misapplied	Parkia speciosa	Hassk.	Fabaceae	ildis	 	
Parkia biglobosa	Parkia biglobosa		1	Accepted	Parkia biglobosa	(Jacq.) R. Br. ex G. Don	Fabaceae	tropicos	 	
Paspalidium geminatum	Paspalidium geminatum		1	Accepted	Paspalidium geminatum	(Forssk.) Stapf	Poaceae	tpl;usda	 	
Paspalidium geminatum	Paspalidium geminatum		1	Synonym	Setaria geminata	(Forssk.) Veldkamp	Poaceae	tropicos	 	
Paspalum scrobiculatum	Paspalum scrobiculatum		1	Accepted	Paspalum scrobiculatum	L.	Poaceae	tpl;tropicos;usda	 	
Passiflora maliformis	Passiflora maliformis		1	Accepted	Passiflora maliformis	L.	Passifloraceae	tpl;tropicos;usda	 	
Passiflora maliformis	Passiflora maliformis		1	Illegitimate				tropicos	 	
Passiflora subpeltata	Passiflora subpeltata		1	Accepted	Passiflora subpeltata	Ortega	Passifloraceae	tpl;tropicos;usda	 	
Passiflora tarminiana	Passiflora tarminiana		1	Accepted	Passiflora tarminiana	Coppens & V.E. Barney	Passifloraceae	tpl;tropicos;usda	 	
Passiflora tripartita var. mollissima	Passiflora tripartita var. mollissima		1	Synonym	Passiflora mollissima	(Kunth) L.H.Bailey	Passifloraceae	tpl	 	
Passiflora tripartita var. mollissima	Passiflora tripartita var. mollissima		1	Accepted	Passiflora tripartita var. mollissima	(Kunth) Holm-Niels. & P. Jørg.	Passifloraceae	tropicos	 	
Passiflora tripartita var. mollissima	Passiflora tripartita var. mollissima		1	Accepted	Passiflora tripartita var. mollissima	(Kunth) Holm-Niesen & P.M. Jørg.	Passifloraceae	usda	 	
Passiflora tripartita var. mollissima	Passiflora tripartita var. mollissima		1	Synonym	Passiflora tarminiana	Coppens & V.E. Barney	Passifloraceae	usda	 	
Pastinaca sativa	Pastinaca sativa		1	Accepted	Pastinaca sativa	L.	Apiaceae	tpl;tropicos;usda	 	
Pelargonium inquinans	Pelargonium inquinans		1	Accepted	Pelargonium inquinans	(L.) L'HÃ©r.	Geraniaceae	tpl;tropicos	 	
Pelargonium inquinans	Pelargonium inquinans		1	Accepted	Pelargonium inquinans	(L.) L'HÃ©r. ex Aiton	Geraniaceae	usda	 	
Pelargonium odoratissimum	Pelargonium odoratissimum		1	Accepted	Pelargonium odoratissimum	(L.) L'HÃ©r.	Geraniaceae	tpl;tropicos	 	
Pelargonium odoratissimum	Pelargonium odoratissimum		1	Accepted	Pelargonium odoratissimum	(L.) L'HÃ©r. ex Aiton	Geraniaceae	usda	 	
Pelargonium peltatum	Pelargonium peltatum		1	Accepted	Pelargonium peltatum	(L.) L'HÃ©r.	Geraniaceae	tpl;tropicos	 	
Pelargonium peltatum	Pelargonium peltatum		1	Accepted	Pelargonium peltatum	(L.) L'HÃ©r. ex Aiton	Geraniaceae	usda	 	
Pelargonium zonale	Pelargonium zonale		1	Accepted	Pelargonium zonale	(L.) L'HÃ©r. ex Aiton	Geraniaceae	tpl;usda	 	
Pelargonium zonale	Pelargonium zonale		1	Accepted	Pelargonium zonale	(L.) L'HÃ©r.	Geraniaceae	tropicos	 	
Pennisetum clandestinum	Pennisetum clandestinum		1	Accepted	Pennisetum clandestinum	Hochst. ex Chiov.	Poaceae	tpl;usda	 	
Pennisetum clandestinum	Pennisetum clandestinum		1	No opinion		Hochst. ex Chiov.	Poaceae	tropicos	 	
Pennisetum macrourum	Pennisetum macrourum		1	Accepted	Pennisetum macrourum	Trin.	Poaceae	tpl;usda	 	
Pennisetum macrourum	Pennisetum macrourum		1	Synonym	Cenchrus caudatus	(Schrad.) Kuntze	Poaceae	tropicos	 	
Pereskia aculeata	Pereskia aculeata		1	Accepted	Pereskia aculeata	Mill.	Cactaceae	tpl;tropicos;usda	 	
Persicaria chinensis	Persicaria chinensis		1	Accepted	Persicaria chinensis	(L.) H. Gross	Polygonaceae	tpl;tropicos	 	
Persicaria chinensis	Persicaria chinensis		1	Synonym	Polygonum chinense	L.	Polygonaceae	usda	 	
Petrorhagia prolifera	Petrorhagia prolifera		1	Accepted	Petrorhagia prolifera	(L.) P.W.Ball & Heywood	Caryophyllaceae	tpl	 	
Petrorhagia prolifera	Petrorhagia prolifera		1	Accepted	Petrorhagia prolifera	(L.) P.W. Ball & Heywood	Caryophyllaceae	tropicos;usda	 	
Phalaris aquatica	Phalaris aquatica		1	Accepted	Phalaris aquatica	L.	Poaceae	tpl;tropicos;usda	 	
Phalaris aquatica	Phalaris aquatica		1	Synonym	Phalaris canariensis	L.	Poaceae	tpl	 [Ambiguous match] 	
Phalaris aquatica	Phalaris aquatica		1	Synonym	Phalaris truncata	Guss.	Poaceae	tpl	 [Ambiguous match] 	
Phalaris aquatica	Phalaris aquatica		1	Synonym	Phalaris minor	Retz.	Poaceae	tpl	 [Ambiguous match] 	
Phalaris aquatica	Phalaris aquatica		1	Illegitimate		Retz.	Poaceae	tropicos	 [Ambiguous match] 	
Phalaris arundinacea	Phalaris arundinacea		1	Accepted	Phalaris arundinacea	L.	Poaceae	tpl;tropicos;usda	 	
Phormium tenax	Phormium tenax		1	Accepted	Phormium tenax	J.R.Forst. & G.Forst.	Xanthorrhoeaceae	tpl	 	
Phormium tenax	Phormium tenax		1	Accepted	Phormium tenax	J.R. Forst. & G. Forst.	Xanthorrhoeaceae	tropicos;usda	 	
Phragmites karka	Phragmites karka		1	Accepted	Phragmites karka	(Retz.) Trin. ex Steud.	Poaceae	tpl;tropicos	 	
Phragmites karka	Phragmites karka		1	Accepted	Phragmites karka	(Retz.) Trin. ex Steud. [excluded]	Poaceae	usda	 	
Physalis peruviana	Physalis peruviana		1	Accepted	Physalis peruviana	L.	Solanaceae	tpl;tropicos;usda	 	
Phytolacca americana	Phytolacca americana		1	Accepted	Phytolacca americana	L.	Phytolaccaceae	tpl;tropicos;usda	 	
Phytolacca americana	Phytolacca americana		1	No opinion				tropicos	 	
Pimenta dioica	Pimenta dioica		1	Accepted	Pimenta dioica	(L.) Merr.	Myrtaceae	tpl;tropicos;usda	 	
Pinus caribaea	Pinus caribaea		1	Accepted	Pinus caribaea	Morelet	Pinaceae	tpl;tropicos;usda	 	
Pinus caribaea	Pinus caribaea		1	Synonym	Pinus elliottii var. elliottii	Engelm.	Pinaceae	usda	 	
Pinus halepensis	Pinus halepensis		1	Accepted	Pinus halepensis	Mill.	Pinaceae	tpl;tropicos;usda	 	
Pinus oocarpa	Pinus oocarpa		1	Accepted	Pinus oocarpa	Schiede	Pinaceae	tpl	 	
Pinus oocarpa	Pinus oocarpa		1	Accepted	Pinus oocarpa	Schiede ex Schltdl.	Pinaceae	tropicos;usda	 	
Pinus patula	Pinus patula		1	Accepted	Pinus patula	Schiede ex Schltdl. & Cham.	Pinaceae	tpl;usda	 	
Pinus patula	Pinus patula		1	Accepted	Pinus patula	Schltdl. & Cham.	Pinaceae	tropicos	 	
Pinus patula	Pinus patula		1	Illegitimate				tropicos	 	
Pinus pinaster	Pinus pinaster		1	Accepted	Pinus pinaster	Aiton	Pinaceae	tpl;tropicos;usda	 	
Pinus radiata	Pinus radiata		1	Accepted	Pinus radiata	D.Don	Pinaceae	tpl	 	
Pinus radiata	Pinus radiata		1	Accepted	Pinus radiata	D. Don	Pinaceae	tropicos;usda	 	
Pittosporum undulatum	Pittosporum undulatum		1	Accepted	Pittosporum undulatum	Vent.	Pittosporaceae	tpl;tropicos;usda	 	
Plantago coronopus	Plantago coronopus		1	Accepted	Plantago coronopus	L.	Plantaginaceae	tpl;tropicos;usda	 	
Plectranthus scutellarioides	Plectranthus scutellarioides		1	Accepted	Plectranthus scutellarioides	(L.) R.Br.	Lamiaceae	tpl	 	
Plectranthus scutellarioides	Plectranthus scutellarioides		1	Synonym	Plectranthus scutellarioides	(L.) R.Br.	Lamiaceae	tpl	 	
Plectranthus scutellarioides	Plectranthus scutellarioides		1	Accepted	Plectranthus scutellarioides	(L.) R. Br.	Lamiaceae	tropicos	 	
Plectranthus scutellarioides	Plectranthus scutellarioides		1	Illegitimate		(L.) R.Br.	Lamiaceae	tropicos	 	
Plectranthus scutellarioides	Plectranthus scutellarioides		1	Synonym	Solenostemon scutellarioides	(L.) Codd	Lamiaceae	usda	 	
Poa compressa	Poa compressa		1	Accepted	Poa compressa	L.	Poaceae	tpl;tropicos;usda	 	
Poa compressa	Poa compressa		1	Synonym	Poa bulbosa	L.	Poaceae	tpl	 	
Poa nemoralis	Poa nemoralis		1	Accepted	Poa nemoralis	L.	Poaceae	tpl;tropicos;usda	 	
Poa nemoralis	Poa nemoralis		1	Illegitimate				tropicos	 	
Podranea ricasoliana	Podranea ricasoliana		1	Accepted	Podranea ricasoliana	(Tanfani) Sprague	Bignoniaceae	tpl;tropicos;usda	 	
Polygonum arenastrum	Polygonum arenastrum		1	Accepted	Polygonum arenastrum	Boreau	Polygonaceae	tpl	 	
Polygonum arenastrum	Polygonum arenastrum		1	Synonym	Polygonum aviculare subsp. depressum	(Meisn.) Arcang.	Polygonaceae	tropicos	 	
Polygonum arenastrum	Polygonum arenastrum		1	Accepted	Polygonum arenastrum	Jord. ex Boreau	Polygonaceae	usda	 	
Polygonum capitatum	Polygonum capitatum		1	Synonym	Persicaria capitata	(Buch.-Ham. ex D.Don) H.Gross	Polygonaceae	tpl	 	
Polygonum capitatum	Polygonum capitatum		1	Accepted	Polygonum capitatum	Buch.-Ham. ex D. Don	Polygonaceae	tropicos;usda	 	
Polygonum lapathifolium	Polygonum lapathifolium		1	Synonym	Persicaria lapathifolia	(L.) Delarbre	Polygonaceae	tpl	 	
Polygonum lapathifolium	Polygonum lapathifolium		1	Accepted	Polygonum lapathifolium	L.	Polygonaceae	tropicos;usda	 	
Polygonum lapathifolium	Polygonum lapathifolium		1	Illegitimate				tropicos	 	
Polygonum nepalense	Polygonum nepalense		1	Synonym	Persicaria nepalensis	(Meisn.) Miyabe	Polygonaceae	tpl	 	
Polygonum nepalense	Polygonum nepalense		1	Accepted	Polygonum nepalense	Meisn.	Polygonaceae	tropicos;usda	 	
Polysiphonia brodiei	No suitable matches found.		0						 	
Polysiphonia fucoides	No suitable matches found.		0						 	
Portulaca quadrifida	Portulaca quadrifida		1	Accepted	Portulaca quadrifida	L.	Portulacaceae	tpl;tropicos;usda	 	
Potentilla supina	Potentilla supina		1	Accepted	Potentilla supina	L.	Rosaceae	tpl;tropicos	 	
Potentilla supina	Potentilla supina		1	No opinion				tpl	 	
Potentilla supina	Potentilla supina		1	Accepted	Potentilla supina	L. [excluded]	Rosaceae	usda	 	
Prosopis glandulosa	Prosopis glandulosa		1	Accepted	Prosopis glandulosa	Torr.	Fabaceae	ildis;tropicos;usda	 	
Prosopis juliflora	Prosopis juliflora		1	No opinion				tpl	 	
Prosopis juliflora	Prosopis juliflora		1	Accepted	Prosopis juliflora	(Sw.)DC.	Fabaceae	ildis	 	
Prosopis juliflora	Prosopis juliflora		1	Misapplied	Prosopis glandulosa	Torr.	Fabaceae	ildis	 	
Prosopis juliflora	Prosopis juliflora		1	Accepted	Prosopis juliflora	(Sw.) DC.	Fabaceae	tropicos;usda	 	
Prosopis juliflora	Prosopis juliflora		1	Synonym	Prosopis velutina	Woot.	Fabaceae	usda	 	
Prosopis pallida	Prosopis pallida		1	Accepted	Prosopis pallida	(Willd.)Kunth	Fabaceae	ildis	 	
Prosopis pallida	Prosopis pallida		1	Accepted	Prosopis pallida	(Humb. & Bonpl. ex Willd.) Kunth	Fabaceae	tropicos;usda	 	
Prosopis velutina	Prosopis velutina		1	Accepted	Prosopis velutina	Wooton	Fabaceae	ildis;tropicos	 	
Prosopis velutina	Prosopis velutina		1	Accepted	Prosopis velutina	Woot.	Fabaceae	usda	 	
Pueraria phaseoloides	Pueraria phaseoloides		1	Accepted	Pueraria phaseoloides	(Roxb.)Benth.	Fabaceae	ildis	 	
Pueraria phaseoloides	Pueraria phaseoloides		1	Accepted	Pueraria phaseoloides	(Roxb.) Benth.	Fabaceae	tropicos;usda	 	
Ranunculus sardous	Ranunculus sardous		1	Accepted	Ranunculus sardous	Crantz	Ranunculaceae	tpl;tropicos;usda	 	
Rauvolfia caffra	Rauvolfia caffra		1	Accepted	Rauvolfia caffra	Sond.	Apocynaceae	tpl;tropicos	 	
Reseda alba	Reseda alba		1	Accepted	Reseda alba	L.	Resedaceae	tpl;tropicos;usda	 	
Reseda luteola	Reseda luteola		1	Accepted	Reseda luteola	L.	Resedaceae	tpl;tropicos;usda	 	
Retama monosperma	Retama monosperma		1	Accepted	Retama monosperma	(L.)Boiss.	Fabaceae	ildis	 	
Retama monosperma	Retama monosperma		1	Accepted	Retama monosperma	(L.) Boiss.	Fabaceae	tropicos;usda	 	
Rhamnus cathartica	Rhamnus cathartica		1	Accepted	Rhamnus cathartica	L.	Rhamnaceae	tpl;tropicos;usda	 	
Rhamphicarpa fistulosa	Rhamphicarpa fistulosa		1	Accepted	Rhamphicarpa fistulosa	(Hochst.) Benth.	Orobanchaceae	tpl;tropicos	 	
Rhaponticum repens	Rhaponticum repens		1	Accepted	Rhaponticum repens	(L.) Hidalgo	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:39A2282E-15EE-49E1-B5B3-7C1B7B05D60C
Rhus longipes	Rhus longipes		1	Accepted	Rhus longipes	Engl.	Anacardiaceae	tpl;tropicos	 	
Rhynchosia caribaea	Rhynchosia caribaea		1	No opinion				tpl	 	
Rhynchosia caribaea	Rhynchosia caribaea		1	Accepted	Rhynchosia caribaea	(Jacq.)DC.	Fabaceae	ildis	 	
Rhynchosia caribaea	Rhynchosia caribaea		1	Misapplied	Rhynchosia sublobata	(Schum.)Meikle	Fabaceae	ildis	 	
Rhynchosia caribaea	Rhynchosia caribaea		1	Accepted	Rhynchosia caribaea	(Jacq.) DC.	Fabaceae	tropicos;usda	 	
Rhynchosia caribaea	Rhynchosia caribaea		1	Illegitimate				tropicos	 	
Richardia brasiliensis	Richardia brasiliensis		1	Accepted	Richardia brasiliensis	Gomes	Rubiaceae	tpl;tropicos;usda	 	
Robinia pseudoacacia	Robinia pseudoacacia		1	Accepted	Robinia pseudoacacia		Fabaceae	tpl	 	
Robinia pseudoacacia	Robinia pseudoacacia		1	Accepted	Robinia pseudoacacia	L.	Fabaceae	ildis;tropicos;usda	 	
Rosmarinus officinalis	Rosmarinus officinalis		1	Accepted	Rosmarinus officinalis	L.	Lamiaceae	tpl;tropicos;usda	 	
Roystonea oleracea	Roystonea oleracea		1	Accepted	Roystonea oleracea	(Jacq.) O.F.Cook	Arecaceae	tpl	 	
Roystonea oleracea	Roystonea oleracea		1	Accepted	Roystonea oleracea	(Jacq.) O.F. Cook	Arecaceae	tropicos	 	
Rubus alceifolius	Rubus alceifolius		1	Accepted	Rubus alceifolius	Poir.	Rosaceae	tpl;tropicos	 	
Rubus armeniacus	Rubus armeniacus		1	Accepted	Rubus armeniacus	Focke	Rosaceae	tpl;usda	 	
Rubus armeniacus	Rubus armeniacus		1	Synonym	Rubus hedycarpus subsp. armeniacus	(Focke) Focke	Rosaceae	tropicos	 	
Rubus flagellaris	Rubus flagellaris		1	Accepted	Rubus flagellaris	Willd.	Rosaceae	tpl;tropicos;usda	 	
Rubus flagellaris	Rubus flagellaris		1	No opinion				tpl	 [Ambiguous match] 	
Rubus flagellaris	Rubus flagellaris		1	No opinion				tpl	 [Ambiguous match] 	
Rubus flagellaris	Rubus flagellaris		1	No opinion				tpl	 [Ambiguous match] 	
Rubus flagellaris	Rubus flagellaris		1	Illegitimate				tropicos	 	
Rubus fruticosus	Rubus fruticosus		1	Synonym	Rubus vestitus	Weihe	Rosaceae	tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Synonym	Rubus vulgaris	Weihe & Nees	Rosaceae	tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Synonym	Rubus plicatus	Weihe & Nees	Rosaceae	tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Synonym	Rubus cochinchinensis	Tratt.	Rosaceae	tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Synonym	Rubus hirtus var. genuinus	Godr.	Rosaceae	tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	No opinion				tpl	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Accepted	Rubus fruticosus	L.	Rosaceae	tropicos	 	
Rubus fruticosus	Rubus fruticosus		1	Illegitimate				tropicos	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Illegitimate		Tratt.	Rosaceae	tropicos	 [Ambiguous match] 	
Rubus fruticosus	Rubus fruticosus		1	Accepted	Rubus fruticosus	L. [excluded]	Rosaceae	usda	 	
Rubus rosifolius	Rubus rosifolius		1	Accepted	Rubus rosifolius	Sm.	Rosaceae	tpl;tropicos;usda	 	
Rubus rosifolius	Rubus rosifolius		1	Synonym	Rubus rosifolius	Sm.	Rosaceae	tpl	 	
Rubus rosifolius	Rubus rosifolius		1	No opinion				tpl	 	
Rubus rosifolius	Rubus rosifolius		1	Invalid		Sm.	Rosaceae	tropicos	 	
Rubus rosifolius	Rubus rosifolius		1	Illegitimate				tropicos	 	
Rubus ulmifolius	Rubus ulmifolius		1	Accepted	Rubus ulmifolius	Schott	Rosaceae	tpl;tropicos;usda	 	
Rubus ulmifolius	Rubus ulmifolius		1	No opinion				tpl	 	
Rumex bucephalophorus	Rumex bucephalophorus		1	Accepted	Rumex bucephalophorus	L.	Polygonaceae	tpl;tropicos;usda	 	
Rumex conglomeratus	Rumex conglomeratus		1	Accepted	Rumex conglomeratus	Murray	Polygonaceae	tpl;tropicos;usda	 	
Rumex lunaria	Rumex lunaria		1	Accepted	Rumex lunaria	L.	Polygonaceae	tpl	 	
Rumex lunaria	Rumex lunaria		1	Synonym	Acetosa lunaria	(L.) Mill.	Polygonaceae	tropicos	 	
Rumex vesicarius	Rumex vesicarius		1	Accepted	Rumex vesicarius	L.	Polygonaceae	tpl;tropicos	 	
Rumex vesicarius	Rumex vesicarius		1	Accepted	Rumex vesicarius	L. [excluded]	Polygonaceae	usda	 	
Sagittaria guyanensis	Sagittaria guyanensis		1	Synonym	Sagittaria guayanensis	Kunth	Alismataceae	tpl	 	
Sagittaria guyanensis	Sagittaria guyanensis		1	Invalid		Kunth	Alismataceae	tropicos	 	
Salix fragilis	Salix fragilis		1	No opinion				tpl	 	
Salix fragilis	Salix fragilis		1	No opinion				tropicos	 	
Salix fragilis	Salix fragilis		1	Accepted	Salix fragilis	L.	Salicaceae	usda	 	
Salsola soda	Salsola soda		1	Accepted	Salsola soda	L.	Amaranthaceae	tpl;tropicos;usda	 	
Salsola vermiculata	Salsola vermiculata		1	Accepted	Salsola vermiculata	L.	Amaranthaceae	tpl;tropicos;usda	 	
Salvia viridis	Salvia viridis		1	Accepted	Salvia viridis	L.	Lamiaceae	tpl;usda	 	
Salvia viridis	Salvia viridis		1	Synonym	Salvia horminum var. viridis	(L.) Briq.	Lamiaceae	tropicos	 	
Sambucus nigra	Sambucus nigra		1	Accepted	Sambucus nigra	L.	Adoxaceae	tpl;tropicos;usda	 	
Schismus barbatus	Schismus barbatus		1	Accepted	Schismus barbatus	(L.) Thell.	Poaceae	tpl;tropicos	 	
Schismus barbatus	Schismus barbatus		1	Accepted	Schismus barbatus	(Loefl. ex L.) Thell.	Poaceae	usda	 	
Scilla peruviana	Scilla peruviana		1	Accepted	Scilla peruviana	L.	Asparagaceae	tpl;tropicos	 	
Scilla peruviana	Scilla peruviana		1	Synonym	Oncostema peruviana	(L.) Speta	Liliaceae	usda	 	
Scirpus juncoides	Scirpus juncoides		1	Synonym	Schoenoplectiella juncoides	(Roxb.) Lye	Cyperaceae	tpl;usda	 [Ambiguous match] 	
Scirpus juncoides	Scirpus juncoides		1	Synonym	Bulbostylis junciformis	(Kunth) C.B.Clarke	Cyperaceae	tpl	 [Ambiguous match] 	
Scirpus juncoides	Scirpus juncoides		1	Synonym	Bulbostylis junciformis	(Kunth) C.B. Clarke	Cyperaceae	tropicos	 [Ambiguous match] 	
Scirpus juncoides	Scirpus juncoides		1	Invalid				tropicos	 	
Scirpus maritimus	Scirpus maritimus		1	Synonym	Bolboschoenus maritimus	(L.) Palla	Cyperaceae	tpl	 	
Scirpus maritimus	Scirpus maritimus		1	Synonym	Bolboschoenus maritimus subsp. paludosus	(A. Nelson) T. Koyama	Cyperaceae	tropicos	 	
Scirpus maritimus	Scirpus maritimus		1	Synonym	Schoenoplectus maritimus	(L.) Lye	Cyperaceae	usda	 	
Scolymus maculatus	Scolymus maculatus		1	Accepted	Scolymus maculatus	L.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:2E6C97DB-EDBE-475D-A7D3-5958D95BB04E
Scorpiurus muricatus	Scorpiurus muricatus		1	Accepted	Scorpiurus muricatus		Fabaceae	tpl	 	
Scorpiurus muricatus	Scorpiurus muricatus		1	Accepted	Scorpiurus muricatus	L.	Fabaceae	ildis;tropicos;usda	 	
Scrophularia auriculata	Scrophularia auriculata		1	Accepted	Scrophularia auriculata	L.	Scrophulariaceae	tpl;tropicos;usda	 	
Scrophularia canina	Scrophularia canina		1	Accepted	Scrophularia canina	L.	Scrophulariaceae	tpl;usda	 	
Scrophularia canina	Scrophularia canina		1	No opinion		L.	Scrophulariaceae	tropicos	 	
Secale cereale	Secale cereale		1	Accepted	Secale cereale	L.	Poaceae	tpl;tropicos;usda	 	
