family,n,draw
Crassulaceae,2,796
Cyperaceae,1,796
Euphorbiaceae,2,796
Fagaceae,1,796
Fissidentaceae,1,796
Gentianaceae,2,796
Geraniaceae,1,796
Goodeniaceae,1,796
Hookeriaceae,1,796
Icacinaceae,1,796
Jungermanniaceae,1,796
Lamiaceae,2,796
Lauraceae,1,796
Leguminosae,8,796
Lejeuneaceae,1,796
Leucodontaceae,1,796
Liliaceae,1,796
Linaceae,1,796
Lophocoleaceae,1,796
Malpighiaceae,1,796
Malvaceae,2,796
Marchantiaceae,1,796
Myristicaceae,1,796
Myrtaceae,4,796
Oleaceae,1,796
Orchidaceae,8,796
Oxalidaceae,1,796
Passifloraceae,1,796
Plagiotheciaceae,1,796
Poaceae,4,796
Polygalaceae,1,796
Polypodiaceae,2,796
Polytrichaceae,1,796
Pottiaceae,1,796
Primulaceae,1,796
Restionaceae,1,796
Rubiaceae,7,796
Santalaceae,1,796
Sapindaceae,1,796
Sematophyllaceae,3,796
Typhaceae,1,796
Urticaceae,1,796
Acanthaceae,2,797
Aizoaceae,1,797
Amaranthaceae,1,797
Anacardiaceae,1,797
Apiaceae,1,797
Bryaceae,2,797
Cactaceae,2,797
Campanulaceae,1,797
Cleomaceae,1,797
Clethraceae,1,797
Commelinaceae,1,797
Compositae,15,797
Corsiniaceae,1,797
Crassulaceae,1,797
Echinodiaceae,1,797
Ericaceae,1,797
Funariaceae,1,797
Gentianaceae,2,797
Geraniaceae,1,797
Grimmiaceae,1,797
Haloragaceae,1,797
Hypnaceae,1,797
Iridaceae,1,797
Jubulaceae,1,797
Lamiaceae,3,797
Lauraceae,2,797
Leguminosae,7,797
Lejeuneaceae,1,797
Leskeaceae,2,797
Malpighiaceae,1,797
Malvaceae,3,797
Musaceae,1,797
Myrtaceae,3,797
Orchidaceae,6,797
Orobanchaceae,2,797
Papaveraceae,1,797
Passifloraceae,1,797
Piperaceae,1,797
Pittosporaceae,1,797
Poaceae,4,797
Polygonaceae,1,797
Porellaceae,1,797
Potamogetonaceae,1,797
Primulaceae,2,797
Putranjivaceae,1,797
Radulaceae,1,797
Ranunculaceae,2,797
Rubiaceae,1,797
Santalaceae,1,797
Sapotaceae,1,797
Scrophulariaceae,1,797
Sematophyllaceae,1,797
Tamaricaceae,1,797
Violaceae,1,797
Xanthorrhoeaceae,1,797
Acrobolbaceae,1,798
Amaranthaceae,1,798
Amaryllidaceae,1,798
Aneuraceae,1,798
Anisophylleaceae,1,798
Apocynaceae,3,798
Araceae,2,798
Arecaceae,2,798
Asparagaceae,1,798
Athyriaceae,1,798
Begoniaceae,1,798
Berberidaceae,2,798
Boraginaceae,2,798
Brassicaceae,2,798
Cactaceae,1,798
Caprifoliaceae,1,798
Celastraceae,1,798
Compositae,11,798
Convolvulaceae,1,798
Crassulaceae,2,798
Cyperaceae,2,798
Daltoniaceae,1,798
Daphniphyllaceae,1,798
Dryopteridaceae,2,798
Ericaceae,1,798
Fagaceae,1,798
Geraniaceae,1,798
Gesneriaceae,1,798
Hypericaceae,1,798
Juncaceae,1,798
Lamiaceae,2,798
Lauraceae,1,798
Leguminosae,6,798
Malvaceae,1,798
Meliaceae,1,798
Moraceae,1,798
Myrtaceae,2,798
Onagraceae,1,798
Orchidaceae,6,798
Oxalidaceae,1,798
Pandanaceae,1,798
Papaveraceae,2,798
Piperaceae,1,798
Poaceae,1,798
Polypodiaceae,1,798
Portulacaceae,1,798
Pottiaceae,1,798
Primulaceae,2,798
Rosaceae,2,798
Rubiaceae,3,798
Sapindaceae,3,798
Sapotaceae,1,798
Seligeriaceae,1,798
Solanaceae,2,798
Vitaceae,1,798
Xanthorrhoeaceae,1,798
Zingiberaceae,2,798
Acanthaceae,1,799
Alstroemeriaceae,1,799
Amaranthaceae,1,799
Annonaceae,1,799
Apocynaceae,3,799
Araceae,1,799
Berberidaceae,1,799
Bromeliaceae,1,799
Bryaceae,1,799
Calymperaceae,1,799
Campanulaceae,1,799
Compositae,14,799
Crassulaceae,1,799
Cyperaceae,2,799
Dipteridaceae,1,799
Euphorbiaceae,2,799
Gesneriaceae,4,799
Hypoxidaceae,1,799
Lamiaceae,5,799
Lauraceae,1,799
Leguminosae,9,799
Marantaceae,1,799
Marattiaceae,1,799
Melastomataceae,2,799
Meteoriaceae,1,799
Mniaceae,1,799
Moraceae,2,799
Myrtaceae,1,799
Neckeraceae,1,799
Orchidaceae,11,799
Papaveraceae,1,799
Plantaginaceae,1,799
Poaceae,4,799
Podocarpaceae,1,799
Polygonaceae,1,799
Polypodiaceae,1,799
Portulacaceae,1,799
Pottiaceae,1,799
Primulaceae,2,799
Pteridaceae,1,799
Rosaceae,2,799
Rubiaceae,1,799
Sapindaceae,1,799
Saxifragaceae,2,799
Scrophulariaceae,1,799
Splachnaceae,1,799
Vitaceae,1,799
Zygophyllaceae,1,799
Amaranthaceae,2,800
Apiaceae,1,800
Apocynaceae,2,800
Araceae,1,800
Arecaceae,1,800
Balsaminaceae,1,800
Begoniaceae,1,800
Boraginaceae,1,800
Brassicaceae,1,800
Bromeliaceae,3,800
Bryaceae,1,800
Cactaceae,1,800
Casuarinaceae,1,800
Chrysobalanaceae,2,800
Compositae,9,800
Cornaceae,1,800
Cucurbitaceae,2,800
Cunoniaceae,1,800
Cyperaceae,2,800
Ericaceae,2,800
Eriocaulaceae,2,800
Euphorbiaceae,1,800
Herbertaceae,1,800
Iridaceae,2,800
Lamiaceae,1,800
Leguminosae,7,800
Lejeuneaceae,1,800
Loranthaceae,1,800
Lythraceae,1,800
Malpighiaceae,1,800
Marantaceae,1,800
Melastomataceae,1,800
Myrtaceae,4,800
Orchidaceae,10,800
Papaveraceae,2,800
Passifloraceae,2,800
Phyllanthaceae,1,800
Poaceae,4,800
Polygalaceae,1,800
Polygonaceae,1,800
Polypodiaceae,1,800
Polytrichaceae,1,800
Proteaceae,1,800
Rosaceae,4,800
Rubiaceae,5,800
Sematophyllaceae,1,800
Solanaceae,1,800
Ulmaceae,1,800
Vitaceae,1,800
Xanthorrhoeaceae,1,800
Aizoaceae,1,801
Anacardiaceae,1,801
Apiaceae,1,801
Apocynaceae,2,801
Araceae,1,801
Arecaceae,2,801
Athyriaceae,1,801
Boraginaceae,1,801
Brassicaceae,1,801
Bryaceae,2,801
Cannaceae,1,801
Compositae,12,801
Ericaceae,3,801
Eriocaulaceae,1,801
Erythroxylaceae,1,801
Euphorbiaceae,2,801
Fagaceae,1,801
Gesneriaceae,1,801
Hookeriaceae,1,801
Hypericaceae,1,801
Hypnaceae,1,801
Lamiaceae,3,801
Lauraceae,1,801
Lecythidaceae,1,801
Leguminosae,7,801
Lepidoziaceae,1,801
Liliaceae,2,801
Lycopodiaceae,1,801
Malpighiaceae,1,801
Malvaceae,1,801
Melastomataceae,1,801
Meteoriaceae,1,801
Moraceae,1,801
Myrtaceae,1,801
Nyctaginaceae,1,801
Ochnaceae,1,801
Oleaceae,1,801
Orchidaceae,8,801
Orthotrichaceae,1,801
Pandanaceae,1,801
Pilotrichaceae,1,801
Poaceae,3,801
Polygalaceae,1,801
Pottiaceae,2,801
Primulaceae,1,801
Pteridaceae,1,801
Ranunculaceae,2,801
Restionaceae,1,801
Rosaceae,5,801
Rubiaceae,3,801
Rutaceae,1,801
Scrophulariaceae,1,801
Smilacaceae,1,801
Sphagnaceae,1,801
Urticaceae,1,801
Adoxaceae,1,802
Annonaceae,2,802
Apiaceae,2,802
Apocynaceae,2,802
Aquifoliaceae,1,802
Araceae,1,802
Arecaceae,2,802
Begoniaceae,1,802
Berberidaceae,1,802
Blechnaceae,1,802
Boraginaceae,1,802
Brachytheciaceae,2,802
Brassicaceae,2,802
Cactaceae,2,802
Calceolariaceae,1,802
Caryophyllaceae,1,802
Clusiaceae,1,802
Compositae,7,802
Connaraceae,1,802
Convolvulaceae,1,802
Cornaceae,1,802
Cyperaceae,1,802
Cytinaceae,1,802
Dicranaceae,1,802
Elaeagnaceae,1,802
Ericaceae,1,802
Euphorbiaceae,3,802
Gentianaceae,2,802
Gesneriaceae,1,802
Gymnomitriaceae,1,802
Iridaceae,2,802
Juncaceae,1,802
Lamiaceae,5,802
Lauraceae,2,802
Leguminosae,11,802
Lejeuneaceae,1,802
Loganiaceae,1,802
Malpighiaceae,1,802
Malvaceae,2,802
Myrtaceae,2,802
Oleaceae,1,802
Orchidaceae,9,802
Orobanchaceae,1,802
Phyllanthaceae,1,802
Poaceae,1,802
Polygalaceae,1,802
Rubiaceae,4,802
Rutaceae,1,802
Sapotaceae,1,802
Sematophyllaceae,1,802
Symplocaceae,1,802
Verbenaceae,1,802
Vitaceae,1,802
Acanthaceae,1,803
Achatocarpaceae,1,803
Amaranthaceae,1,803
Amaryllidaceae,1,803
Apocynaceae,2,803
Araceae,2,803
Arecaceae,1,803
Asparagaceae,1,803
Balsaminaceae,1,803
Boraginaceae,1,803
Brassicaceae,3,803
Bromeliaceae,2,803
Burseraceae,1,803
Calymperaceae,1,803
Capparaceae,1,803
Caryophyllaceae,1,803
Chrysobalanaceae,1,803
Clusiaceae,1,803
Compositae,8,803
Cornaceae,1,803
Crassulaceae,1,803
Elaeocarpaceae,2,803
Ericaceae,1,803
Euphorbiaceae,2,803
Geocalycaceae,1,803
Gesneriaceae,1,803
Hedwigiaceae,1,803
Hypnaceae,1,803
Juncaceae,1,803
Jungermanniaceae,1,803
Lamiaceae,3,803
Lauraceae,1,803
Leguminosae,9,803
Lejeuneaceae,2,803
Leskeaceae,1,803
Malpighiaceae,1,803
Myristicaceae,1,803
Myrtaceae,2,803
Oleaceae,1,803
Orchidaceae,6,803
Orthotrichaceae,2,803
Passifloraceae,2,803
Picrodendraceae,1,803
Piperaceae,2,803
Poaceae,3,803
Polypodiaceae,1,803
Polytrichaceae,1,803
Pottiaceae,2,803
Proteaceae,1,803
Pteridaceae,1,803
Rhamnaceae,1,803
Rosaceae,1,803
Rubiaceae,4,803
Santalaceae,1,803
Sematophyllaceae,1,803
Urticaceae,1,803
Xanthorrhoeaceae,1,803
Zingiberaceae,1,803
Aizoaceae,2,804
Amaryllidaceae,2,804
Apocynaceae,1,804
Asparagaceae,1,804
Brassicaceae,1,804
Bromeliaceae,1,804
Bruchiaceae,1,804
Caryophyllaceae,1,804
Chrysobalanaceae,1,804
Combretaceae,1,804
Compositae,11,804
Convolvulaceae,1,804
Cyperaceae,1,804
Daltoniaceae,1,804
Dicranaceae,1,804
Dryopteridaceae,3,804
Ebenaceae,1,804
Euphorbiaceae,3,804
Gentianaceae,1,804
Gesneriaceae,1,804
Jungermanniaceae,1,804
Lauraceae,2,804
Lecythidaceae,1,804
Leguminosae,11,804
Lembophyllaceae,1,804
Lentibulariaceae,1,804
Malvaceae,1,804
Melastomataceae,1,804
Moraceae,2,804
Moringaceae,1,804
Myrtaceae,1,804
Oleaceae,2,804
Orchidaceae,7,804
Orobanchaceae,1,804
Piperaceae,2,804
Plagiochilaceae,1,804
Poaceae,1,804
Polypodiaceae,1,804
Polytrichaceae,2,804
Ranunculaceae,2,804
Rhamnaceae,1,804
Rhizophoraceae,1,804
Rosaceae,6,804
Rubiaceae,3,804
Scrophulariaceae,1,804
Selaginellaceae,1,804
Sematophyllaceae,1,804
Solanaceae,1,804
Urticaceae,1,804
Verbenaceae,1,804
Violaceae,1,804
Xanthorrhoeaceae,2,804
Acanthaceae,1,805
Aizoaceae,1,805
Amaryllidaceae,1,805
Annonaceae,1,805
Apocynaceae,1,805
Aquifoliaceae,1,805
Arecaceae,1,805
Aristolochiaceae,1,805
Asparagaceae,3,805
Brachytheciaceae,1,805
Bromeliaceae,2,805
Bryaceae,1,805
Burseraceae,1,805
Cactaceae,2,805
Campanulaceae,1,805
Caryophyllaceae,1,805
Clusiaceae,1,805
Compositae,9,805
Cyperaceae,2,805
Elaeocarpaceae,1,805
Ericaceae,3,805
Euphorbiaceae,2,805
Geraniaceae,1,805
Hypericaceae,1,805
Hypnaceae,1,805
Jungermanniaceae,1,805
Lamiaceae,4,805
Lauraceae,1,805
Leguminosae,7,805
Lejeuneaceae,1,805
Malvaceae,3,805
Melastomataceae,2,805
Meliaceae,1,805
Moraceae,1,805
Myrtaceae,2,805
Oleaceae,1,805
Orchidaceae,10,805
Orthotrichaceae,1,805
Phyllanthaceae,1,805
Pittosporaceae,1,805
Poaceae,2,805
Pteridaceae,1,805
Ptychomitriaceae,1,805
Ranunculaceae,2,805
Rubiaceae,5,805
Salicaceae,1,805
Sapindaceae,1,805
Sapotaceae,1,805
Scrophulariaceae,1,805
Sematophyllaceae,1,805
Thelypteridaceae,1,805
Thymelaeaceae,1,805
Urticaceae,1,805
Xyridaceae,1,805
Acanthaceae,2,806
Actinidiaceae,1,806
Amaryllidaceae,1,806
Aneuraceae,1,806
Apocynaceae,3,806
Araceae,2,806
Athyriaceae,1,806
Berberidaceae,1,806
Bromeliaceae,1,806
Bryaceae,1,806
Caprifoliaceae,1,806
Celastraceae,1,806
Chrysobalanaceae,2,806
Compositae,10,806
Convolvulaceae,1,806
Cyclanthaceae,1,806
Dennstaedtiaceae,1,806
Dichapetalaceae,1,806
Dryopteridaceae,1,806
Entodontaceae,1,806
Ericaceae,1,806
Eriocaulaceae,2,806
Euphorbiaceae,1,806
Gesneriaceae,3,806
Hypoxidaceae,1,806
Lamiaceae,3,806
Lauraceae,1,806
Leguminosae,5,806
Lejeuneaceae,1,806
Lycopodiaceae,1,806
Onagraceae,1,806
Orchidaceae,12,806
Phyllanthaceae,1,806
Piperaceae,1,806
Pittosporaceae,1,806
Plumbaginaceae,1,806
Poaceae,3,806
Polygalaceae,1,806
Polypodiaceae,1,806
Primulaceae,1,806
Proteaceae,1,806
Pteridaceae,2,806
Restionaceae,1,806
Rosaceae,5,806
Rubiaceae,5,806
Rutaceae,1,806
Sapindaceae,2,806
Seligeriaceae,1,806
Thymelaeaceae,1,806
Urticaceae,1,806
Vitaceae,1,806
Zygophyllaceae,1,806
Acanthaceae,2,807
Amaranthaceae,1,807
Amaryllidaceae,1,807
Anthocerotaceae,1,807
Apiaceae,1,807
Apocynaceae,2,807
Araliaceae,1,807
Arecaceae,2,807
Aspleniaceae,1,807
Asteropeiaceae,1,807
Balsaminaceae,1,807
Brassicaceae,2,807
Bryaceae,3,807
Cactaceae,2,807
Campanulaceae,1,807
Capparaceae,1,807
Cistaceae,1,807
Combretaceae,1,807
Compositae,7,807
Cucurbitaceae,2,807
Dipterocarpaceae,1,807
Ditrichaceae,1,807
Dryopteridaceae,2,807
Ericaceae,1,807
Eriocaulaceae,1,807
Euphorbiaceae,2,807
Funariaceae,1,807
Geocalycaceae,1,807
Gesneriaceae,1,807
Grossulariaceae,1,807
Hypnaceae,2,807
Juncaceae,1,807
Lamiaceae,1,807
Lecythidaceae,1,807
Leguminosae,2,807
Loranthaceae,1,807
Lythraceae,1,807
Malpighiaceae,1,807
Malvaceae,1,807
Melastomataceae,1,807
Moraceae,1,807
Nitrariaceae,1,807
Nyctaginaceae,1,807
Onagraceae,1,807
Orchidaceae,6,807
Orobanchaceae,1,807
Orthotrichaceae,1,807
Osmundaceae,1,807
Phyllanthaceae,2,807
Pittosporaceae,1,807
Plantaginaceae,1,807
Poaceae,4,807
Polygalaceae,1,807
Pottiaceae,2,807
Primulaceae,1,807
Pteridaceae,1,807
Restionaceae,1,807
Saccolomataceae,1,807
Salicaceae,1,807
Santalaceae,1,807
Scrophulariaceae,3,807
Solanaceae,1,807
Thelypteridaceae,1,807
Urticaceae,3,807
Vitaceae,1,807
Zingiberaceae,1,807
Acanthaceae,1,808
Aizoaceae,2,808
Amaranthaceae,2,808
Amaryllidaceae,2,808
Apiaceae,3,808
Apocynaceae,2,808
Araceae,1,808
Asparagaceae,2,808
Boraginaceae,2,808
Brassicaceae,1,808
Bromeliaceae,1,808
Bruchiaceae,1,808
Cactaceae,1,808
Calophyllaceae,1,808
Caryophyllaceae,1,808
Clusiaceae,1,808
Compositae,7,808
Convolvulaceae,1,808
Cyperaceae,1,808
Dryopteridaceae,1,808
Euphorbiaceae,1,808
Hypnaceae,2,808
Lamiaceae,4,808
Lauraceae,1,808
Leguminosae,9,808
Liliaceae,1,808
Malvaceae,1,808
Mniaceae,1,808
Myrtaceae,4,808
Nyctaginaceae,1,808
Orchidaceae,8,808
Orobanchaceae,1,808
Pentaphylacaceae,2,808
Piperaceae,1,808
Poaceae,3,808
Polypodiaceae,3,808
Pottiaceae,3,808
Primulaceae,2,808
Proteaceae,1,808
Putranjivaceae,1,808
Ranunculaceae,1,808
Rhamnaceae,1,808
Rosaceae,2,808
Rubiaceae,4,808
Sarcolaenaceae,1,808
Sematophyllaceae,1,808
Thymelaeaceae,1,808
Tropaeolaceae,1,808
Violaceae,2,808
Actinidiaceae,1,809
Amaryllidaceae,2,809
Annonaceae,1,809
Apiaceae,2,809
Apocynaceae,2,809
Araceae,1,809
Arecaceae,3,809
Brachytheciaceae,1,809
Brassicaceae,2,809
Bromeliaceae,2,809
Bryaceae,1,809
Caprifoliaceae,1,809
Caryophyllaceae,2,809
Compositae,11,809
Costaceae,1,809
Cyperaceae,1,809
Dicranaceae,1,809
Dryopteridaceae,2,809
Ericaceae,1,809
Eriocaulaceae,1,809
Euphorbiaceae,1,809
Geraniaceae,1,809
Hydroleaceae,1,809
Lamiaceae,2,809
Leguminosae,9,809
Lentibulariaceae,1,809
Liliaceae,1,809
Lythraceae,1,809
Malpighiaceae,2,809
Mniaceae,1,809
Myrtaceae,1,809
Nyctaginaceae,2,809
Orchidaceae,7,809
Papaveraceae,1,809
Plagiochilaceae,1,809
Poaceae,3,809
Polygalaceae,1,809
Polygonaceae,1,809
Polypodiaceae,1,809
Pottiaceae,1,809
Primulaceae,2,809
Prionodontaceae,1,809
Pteridaceae,1,809
Ranunculaceae,1,809
Rosaceae,4,809
Rubiaceae,5,809
Sapotaceae,1,809
Stereophyllaceae,1,809
Urticaceae,1,809
Zingiberaceae,2,809
Zygophyllaceae,1,809
Acanthaceae,1,810
Actinidiaceae,1,810
Amaryllidaceae,2,810
Annonaceae,1,810
Apiaceae,2,810
Apocynaceae,1,810
Aquifoliaceae,1,810
Araliaceae,1,810
Arecaceae,1,810
Asparagaceae,3,810
Balantiopsaceae,1,810
Begoniaceae,1,810
Boraginaceae,2,810
Brassicaceae,1,810
Bromeliaceae,2,810
Caryophyllaceae,1,810
Celastraceae,1,810
Clusiaceae,1,810
Colchicaceae,1,810
Compositae,10,810
Cyatheaceae,2,810
Cyperaceae,3,810
Dioscoreaceae,1,810
Dryopteridaceae,1,810
Elaeagnaceae,1,810
Ericaceae,1,810
Euphorbiaceae,4,810
Gentianaceae,1,810
Gesneriaceae,1,810
Haloragaceae,1,810
Hydrangeaceae,1,810
Hypnaceae,1,810
Lauraceae,1,810
Lecythidaceae,1,810
Leguminosae,6,810
Loranthaceae,1,810
Melastomataceae,1,810
Moraceae,1,810
Myrtaceae,1,810
Neckeraceae,1,810
Orchidaceae,5,810
Passifloraceae,2,810
Pentaphylacaceae,1,810
Picrodendraceae,1,810
Piperaceae,1,810
Plantaginaceae,1,810
Plumbaginaceae,1,810
Poaceae,2,810
Podocarpaceae,1,810
Polygalaceae,1,810
Polygonaceae,1,810
Polypodiaceae,2,810
Pottiaceae,1,810
Primulaceae,1,810
Ptychomitriaceae,1,810
Putranjivaceae,1,810
Rubiaceae,3,810
Sapindaceae,1,810
Scrophulariaceae,2,810
Splachnaceae,1,810
Thuidiaceae,1,810
Xyridaceae,1,810
Achariaceae,1,811
Aizoaceae,2,811
Alismataceae,1,811
Amaryllidaceae,1,811
Anacampserotaceae,1,811
Annonaceae,2,811
Apiaceae,2,811
Araceae,2,811
Asparagaceae,1,811
Aytoniaceae,1,811
Begoniaceae,1,811
Bignoniaceae,1,811
Brassicaceae,1,811
Bryaceae,1,811
Cactaceae,1,811
Campanulaceae,1,811
Caryophyllaceae,1,811
Commelinaceae,1,811
Compositae,12,811
Crassulaceae,1,811
Cucurbitaceae,1,811
Dichapetalaceae,1,811
Dioscoreaceae,1,811
Dryopteridaceae,2,811
Ericaceae,2,811
Eriocaulaceae,1,811
Euphorbiaceae,3,811
Gentianaceae,1,811
Gesneriaceae,1,811
Grimmiaceae,3,811
Lamiaceae,2,811
Lauraceae,1,811
Leguminosae,8,811
Liliaceae,2,811
Linderniaceae,1,811
Malvaceae,1,811
Melastomataceae,2,811
Meteoriaceae,1,811
Myrtaceae,1,811
Nyctaginaceae,1,811
Orchidaceae,2,811
Plumbaginaceae,2,811
Poaceae,4,811
Primulaceae,1,811
Pteridaceae,1,811
Rafflesiaceae,1,811
Ranunculaceae,1,811
Rosaceae,1,811
Rubiaceae,4,811
Salicaceae,1,811
Sapindaceae,1,811
Scrophulariaceae,1,811
Sematophyllaceae,2,811
Splachnaceae,1,811
Tectariaceae,1,811
Velloziaceae,1,811
Violaceae,1,811
Zingiberaceae,1,811
Acanthaceae,1,812
Aizoaceae,2,812
Alismataceae,1,812
Amaryllidaceae,1,812
Anacardiaceae,1,812
Apocynaceae,5,812
Begoniaceae,3,812
Brassicaceae,3,812
Bryaceae,1,812
Cactaceae,1,812
Campanulaceae,1,812
Chrysobalanaceae,1,812
Clusiaceae,1,812
Compositae,10,812
Convolvulaceae,1,812
Crassulaceae,1,812
Cryphaeaceae,1,812
Cyperaceae,2,812
Dichapetalaceae,1,812
Dicranaceae,1,812
Ditrichaceae,1,812
Dryopteridaceae,1,812
Ericaceae,1,812
Eriocaulaceae,1,812
Euphorbiaceae,2,812
Gesneriaceae,3,812
Iridaceae,2,812
Lamiaceae,2,812
Lauraceae,1,812
Leguminosae,6,812
Lycopodiaceae,1,812
Myrtaceae,2,812
Nepenthaceae,1,812
Nyctaginaceae,1,812
Orchidaceae,10,812
Orobanchaceae,1,812
Piperaceae,1,812
Poaceae,2,812
Polygonaceae,1,812
Pottiaceae,1,812
Primulaceae,1,812
Ranunculaceae,2,812
Resedaceae,1,812
Rosaceae,2,812
Rubiaceae,3,812
Rutenbergiaceae,1,812
Salicaceae,1,812
Sapotaceae,1,812
Scapaniaceae,1,812
Sematophyllaceae,1,812
Solanaceae,1,812
Symplocaceae,1,812
Thymelaeaceae,1,812
Urticaceae,1,812
Acanthaceae,1,813
Amaranthaceae,1,813
Amaryllidaceae,1,813
Amblystegiaceae,1,813
Anacardiaceae,1,813
Apiaceae,2,813
Aquifoliaceae,1,813
Araceae,1,813
Aristolochiaceae,1,813
Balsaminaceae,1,813
Begoniaceae,1,813
Blechnaceae,1,813
Boraginaceae,1,813
Brassicaceae,1,813
Bromeliaceae,1,813
Buxbaumiaceae,1,813
Campanulaceae,1,813
Capparaceae,1,813
Compositae,5,813
Convolvulaceae,4,813
Cyatheaceae,1,813
Dicranaceae,1,813
Ephedraceae,1,813
Ericaceae,1,813
Eriocaulaceae,1,813
Erythroxylaceae,1,813
Funariaceae,1,813
Grimmiaceae,2,813
Haemodoraceae,1,813
Hypnaceae,1,813
Lamiaceae,4,813
Leguminosae,3,813
Loasaceae,1,813
Malpighiaceae,2,813
Malvaceae,2,813
Moraceae,1,813
Myrtaceae,4,813
Onagraceae,1,813
Orchidaceae,12,813
Orthotrichaceae,1,813
Pallaviciniaceae,1,813
Phyllanthaceae,3,813
Piperaceae,1,813
Poaceae,5,813
Polygonaceae,1,813
Polypodiaceae,1,813
Primulaceae,1,813
Ranunculaceae,3,813
Rosaceae,2,813
Rubiaceae,6,813
Rutaceae,1,813
Santalaceae,1,813
Thuidiaceae,1,813
Zingiberaceae,1,813
Acanthaceae,1,814
Alismataceae,1,814
Anemiaceae,1,814
Aneuraceae,1,814
Annonaceae,1,814
Apiaceae,1,814
Apocynaceae,1,814
Arecaceae,1,814
Bixaceae,1,814
Brassicaceae,1,814
Bromeliaceae,1,814
Bryaceae,1,814
Cactaceae,1,814
Chrysobalanaceae,1,814
Colchicaceae,1,814
Compositae,7,814
Convolvulaceae,2,814
Crassulaceae,1,814
Cunoniaceae,1,814
Cyperaceae,3,814
Dichapetalaceae,1,814
Dicranaceae,1,814
Ericaceae,2,814
Eriocaulaceae,4,814
Euphorbiaceae,3,814
Fagaceae,1,814
Gesneriaceae,1,814
Hookeriaceae,2,814
Hypnaceae,1,814
Hypopterygiaceae,1,814
Joinvilleaceae,1,814
Lamiaceae,5,814
Lauraceae,1,814
Leguminosae,9,814
Liliaceae,1,814
Lindsaeaceae,1,814
Lythraceae,1,814
Malpighiaceae,2,814
Malvaceae,1,814
Melastomataceae,1,814
Myrtaceae,2,814
Oleaceae,1,814
Orchidaceae,3,814
Penthoraceae,1,814
Phyllanthaceae,1,814
Piperaceae,1,814
Plumbaginaceae,1,814
Poaceae,2,814
Polygonaceae,2,814
Pottiaceae,1,814
Ranunculaceae,1,814
Rosaceae,1,814
Rubiaceae,5,814
Sapotaceae,1,814
Schisandraceae,1,814
Tectariaceae,1,814
Thelypteridaceae,1,814
Thymelaeaceae,1,814
Urticaceae,1,814
Verbenaceae,1,814
Aizoaceae,1,815
Amaranthaceae,1,815
Amaryllidaceae,2,815
Amblystegiaceae,1,815
Anacardiaceae,1,815
Apocynaceae,3,815
Araceae,2,815
Araliaceae,2,815
Arecaceae,2,815
Asparagaceae,1,815
Aytoniaceae,1,815
Brachytheciaceae,1,815
Bromeliaceae,1,815
Calceolariaceae,1,815
Calophyllaceae,1,815
Caryophyllaceae,1,815
Compositae,6,815
Cunoniaceae,1,815
Dicranaceae,1,815
Ericaceae,4,815
Euphorbiaceae,5,815
Hookeriaceae,2,815
Hydrangeaceae,1,815
Hymenophyllaceae,1,815
Hypnaceae,2,815
Hypopterygiaceae,1,815
Lamiaceae,2,815
Leguminosae,4,815
Leskeaceae,1,815
Loasaceae,1,815
Lycopodiaceae,1,815
Magnoliaceae,1,815
Malvaceae,2,815
Montiaceae,1,815
Moraceae,1,815
Myrtaceae,1,815
Onagraceae,1,815
Orchidaceae,7,815
Orobanchaceae,1,815
Plumbaginaceae,1,815
Poaceae,3,815
Polygalaceae,2,815
Primulaceae,2,815
Proteaceae,2,815
Ptychomitriaceae,1,815
Ranunculaceae,2,815
Rhizogoniaceae,1,815
Rosaceae,1,815
Rubiaceae,3,815
Rutaceae,1,815
Sapindaceae,1,815
Sematophyllaceae,1,815
Solanaceae,2,815
Thymelaeaceae,1,815
Urticaceae,1,815
Verbenaceae,1,815
Xyridaceae,1,815
Zamiaceae,1,815
Acanthaceae,1,816
Amaryllidaceae,1,816
Aneuraceae,1,816
Annonaceae,1,816
Apiaceae,1,816
Apocynaceae,2,816
Asparagaceae,1,816
Boraginaceae,1,816
Brassicaceae,1,816
Burseraceae,1,816
Cactaceae,2,816
Capparaceae,1,816
Combretaceae,1,816
Compositae,16,816
Cyperaceae,1,816
Daltoniaceae,1,816
Dicranaceae,1,816
Ericaceae,1,816
Eriocaulaceae,1,816
Euphorbiaceae,3,816
Hookeriaceae,1,816
Hypericaceae,1,816
Hypnaceae,2,816
Hypoxidaceae,1,816
Iridaceae,1,816
Lamiaceae,2,816
Lauraceae,1,816
Leguminosae,5,816
Lentibulariaceae,1,816
Leskeaceae,1,816
Lycopodiaceae,1,816
Lythraceae,1,816
Marcgraviaceae,1,816
Melastomataceae,1,816
Meliaceae,1,816
Mniaceae,1,816
Moraceae,1,816
Myrtaceae,3,816
Onagraceae,1,816
Orchidaceae,10,816
Phyllanthaceae,1,816
Poaceae,3,816
Polygonaceae,2,816
Pottiaceae,1,816
Primulaceae,1,816
Rousseaceae,1,816
Rubiaceae,2,816
Rutaceae,2,816
Santalaceae,2,816
Sapindaceae,2,816
Sematophyllaceae,1,816
Solanaceae,1,816
Thelypteridaceae,1,816
Urticaceae,1,816
Zingiberaceae,1,816
Amaryllidaceae,1,817
Apiaceae,1,817
Araceae,2,817
Arecaceae,1,817
Asparagaceae,1,817
